,Item,Facet_1,Facet_2,Prompt_1,Prompt_2,HEXACO_1,HEXACO_2,Idx_1,Idx_2,is_rev_1,is_rev_2,X1,Factor,Pos.Cosine,Neg.Cosine,STS.Cosine,Distinct.Cosine,Prompt,Internal.Consistency,Cos.Diff,ABS.Cosine.Diff,K_Means,H_Cluster,Internal.STS,Internal.Distinct,Cluster.STS,SYNTAX/SEMANTICS,ENTAILMENT,CONTEXT
2368,I often feel like I'm doing something wrong.,Liveliness,Social_Boldness,Most people are more upbeat and dynamic than I generally am.,I tend to feel quite self-conscious when speaking in front of a group of people.,Most people are more upbeat and dynamic than I generally am.,I tend to feel quite self-conscious when speaking in front of a group of people.,94,82,FALSE,TRUE,2704,Extraversion,0.267898858,0.382906973,0.307266355,-0.001593322,Most people are more upbeat and dynamic than I generally am. I tend to feel quite self-conscious when speaking in front of a group of people. I,0.290399998,-0.115008116,0.115008116,4,132,0.31603685,-0.048239052,0.523824096,NA,NA,NA
2369,I think I'm a failure as a person.,Social_Self_Esteem,Social_Self_Esteem,I think that most people like some aspects of my personality.,I sometimes feel that I am a worthless person.,I think that most people like some aspects of my personality.,I sometimes feel that I am a worthless person.,28,76,FALSE,FALSE,2755,Extraversion,0.234728187,0.270125091,0.234728366,0.038927317,I think that most people like some aspects of my personality. I sometimes feel that I am a worthless person. I,0.333900005,-0.035396904,0.035396904,4,132,0.305381745,0.043435752,0.571882367,NA,NA,NA
2370,I think I'm a failure.,Social_Self_Esteem,Social_Self_Esteem,I think that most people like some aspects of my personality.,I sometimes feel that I am a worthless person.,I think that most people like some aspects of my personality.,I sometimes feel that I am a worthless person.,28,76,FALSE,FALSE,2765,Extraversion,0.212307259,0.260633945,0.212307215,0.055222511,I think that most people like some aspects of my personality. I sometimes feel that I am a worthless person. I,0.312999994,-0.048326686,0.048326686,4,132,0.259935439,0.064348966,0.575218976,NA,NA,NA
2371,I feel like I have a lot of flaws.,Social_Self_Esteem,Social_Self_Esteem,I think that most people like some aspects of my personality.,I sometimes feel that I am a worthless person.,I think that most people like some aspects of my personality.,I sometimes feel that I am a worthless person.,28,76,FALSE,FALSE,2772,Extraversion,0.231934309,0.27629292,0.232696682,0.027350068,I think that most people like some aspects of my personality. I sometimes feel that I am a worthless person. I,0.310699999,-0.044358611,0.044358611,4,132,0.247811943,0.035781831,0.424913049,NA,NA,NA
2372,I feel like a fraud.,Social_Self_Esteem,Social_Self_Esteem,I think that most people like some aspects of my personality.,I sometimes feel that I am a worthless person.,I think that most people like some aspects of my personality.,I sometimes feel that I am a worthless person.,28,76,FALSE,FALSE,2774,Extraversion,0.216335356,0.273492992,0.216335282,-0.008310124,I think that most people like some aspects of my personality. I sometimes feel that I am a worthless person. I,0.261000007,-0.057157636,0.057157636,4,132,0.256044894,0.005520433,0.464955032,NA,NA,NA
2373,I don't feel like I've made any major mistakes.,Social_Self_Esteem,Social_Self_Esteem,I feel that I am an unpopular person.,I feel reasonably satisfied with myself overall.,I feel that I am an unpopular person.,I feel reasonably satisfied with myself overall.,52,4,FALSE,FALSE,3584,Extraversion,0.25454551,0.286551654,0.257850766,-0.001931161,I feel that I am an unpopular person. I feel reasonably satisfied with myself overall. I,0.304800004,-0.032006145,0.032006145,3,132,0.278908044,0.024191916,0.287423372,NA,NA,NA
2374,I don't feel like I'm doing anything that is particularly wrong.,Social_Self_Esteem,Social_Self_Esteem,I feel that I am an unpopular person.,I feel reasonably satisfied with myself overall.,I feel that I am an unpopular person.,I feel reasonably satisfied with myself overall.,52,4,FALSE,FALSE,3586,Extraversion,0.225041434,0.271182239,0.253853738,-0.017826468,I feel that I am an unpopular person. I feel reasonably satisfied with myself overall. I,0.321500003,-0.046140805,0.046140805,3,132,0.288124502,0.028299093,0.303748041,NA,NA,NA
2375,I don't like being told that I'm a failure.,Patience,Forgiveness,I find it hard to keep my temper when people insult me.,I find it hard to fully forgive someone who has done something mean to me.,I find it hard to keep my temper when people insult me.,I find it hard to fully forgive someone who has done something mean to me.,93,75,TRUE,FALSE,4007,Agreeableness,0.414406151,0.404007465,0.414406329,0.119309962,I find it hard to keep my temper when people insult me. I find it hard to fully forgive someone who has done something mean to me. I,0.384799987,0.010398686,0.010398686,2,132,0.356151432,0.069779098,0.460578382,NA,NA,NA
2376,I often feel like I'm making a mistake.,Diligence,Prudence,"Often when I set a goal, I end up quitting without having reached it.",I make decisions based on the feeling of the moment rather than on careful thought.,"Often when I set a goal, I end up quitting without having reached it.",I make decisions based on the feeling of the moment rather than on careful thought.,56,20,FALSE,TRUE,5127,Conscientiousness,0.370087951,0.381731629,0.371785849,0.003619671,"Often when I set a goal, I end up quitting without having reached it. I make decisions based on the feeling of the moment rather than on careful thought. I",0.296999991,-0.011643678,0.011643678,4,132,0.309657574,-0.061493963,0.535994947,NA,NA,NA
2377,I feel a little bit awkward.,Liveliness,Social_Boldness,Most people are more upbeat and dynamic than I generally am.,I tend to feel quite self-conscious when speaking in front of a group of people.,Most people are more upbeat and dynamic than I generally am.,I tend to feel quite self-conscious when speaking in front of a group of people.,94,82,FALSE,TRUE,2659,Extraversion,0.236761421,0.327510536,0.258717567,0.062366799,Most people are more upbeat and dynamic than I generally am. I tend to feel quite self-conscious when speaking in front of a group of people. I,0.308400005,-0.090749115,0.090749115,4,158,0.316708177,0.073794723,0.441475213,NA,NA,NA
2378,I often feel like a bit of an oddball.,Liveliness,Social_Boldness,Most people are more upbeat and dynamic than I generally am.,I tend to feel quite self-conscious when speaking in front of a group of people.,Most people are more upbeat and dynamic than I generally am.,I tend to feel quite self-conscious when speaking in front of a group of people.,94,82,FALSE,TRUE,2660,Extraversion,0.30977723,0.352354705,0.328427881,0.036281228,Most people are more upbeat and dynamic than I generally am. I tend to feel quite self-conscious when speaking in front of a group of people. I,0.307399988,-0.042577475,0.042577475,4,158,0.330385149,0.024970293,0.479989111,NA,NA,NA
2379,I often feel like a nobody.,Social_Self_Esteem,Social_Boldness,I feel that I am an unpopular person.,I rarely express my opinions in group meetings.,I feel that I am an unpopular person.,I rarely express my opinions in group meetings.,52,10,FALSE,TRUE,2787,Extraversion,0.278214425,0.379878074,0.327362061,0.074974626,I feel that I am an unpopular person. I rarely express my opinions in group meetings. I,0.352800012,-0.101663649,0.101663649,4,158,0.351495743,0.069701523,0.442080021,NA,NA,NA
2380,I often feel like an outsider.,Social_Self_Esteem,Social_Boldness,I feel that I am an unpopular person.,I rarely express my opinions in group meetings.,I feel that I am an unpopular person.,I rarely express my opinions in group meetings.,52,10,FALSE,TRUE,2813,Extraversion,0.332207054,0.34387815,0.332207054,0.071721345,I feel that I am an unpopular person. I rarely express my opinions in group meetings. I,0.341300011,-0.011671096,0.011671096,0,158,0.324636638,0.052923679,0.482603073,NA,NA,NA
2381,I know that sometimes I sound like a broken record.,Flexibility,Gentleness,I find it hard to compromise with people when I really think I’m right.,"Even when people make a lot of mistakes, I rarely say anything negative.",I find it hard to compromise with people when I really think I’m right.,"Even when people make a lot of mistakes, I rarely say anything negative.",87,81,TRUE,TRUE,4287,Agreeableness,0.166395783,0.283982575,0.217118338,0.082729638,"I find it hard to compromise with people when I really think I’m right. Even when people make a lot of mistakes, I rarely say anything negative. I",0.294800013,-0.117586792,0.117586792,1,158,0.222567305,0.032524288,0.318831682,NA,NA,NA
2382,I think I'm just a bit weird.,Unconventionality,Creativity,I think of myself as a somewhat eccentric person.,I don't think of myself as the artistic or creative type.,I think of myself as a somewhat eccentric person.,I don't think of myself as the artistic or creative type.,67,85,TRUE,TRUE,5952,Openness to Experience,0.405779868,0.213929504,0.283338904,-0.023939848,I think of myself as a somewhat eccentric person. I don't think of myself as the artistic or creative type. I,0.302399993,0.191850364,0.191850364,4,158,0.345308214,0.051156968,0.525520086,NA,NA,NA
2383,I think I'm a little bit of a weirdo.,Unconventionality,Creativity,I think of myself as a somewhat eccentric person.,I don't think of myself as the artistic or creative type.,I think of myself as a somewhat eccentric person.,I don't think of myself as the artistic or creative type.,67,85,TRUE,TRUE,5975,Openness to Experience,0.38125962,0.243205726,0.261274785,-0.006481513,I think of myself as a somewhat eccentric person. I don't think of myself as the artistic or creative type. I,0.298000008,0.138053894,0.138053894,0,158,0.344369024,0.051794142,0.525183856,NA,NA,NA
2384,I feel like I'm a failure.,Social_Self_Esteem,Social_Self_Esteem,I think that most people like some aspects of my personality.,I sometimes feel that I am a worthless person.,I think that most people like some aspects of my personality.,I sometimes feel that I am a worthless person.,28,76,FALSE,FALSE,2736,Extraversion,0.203524262,0.308056176,0.203602985,0.009816378,I think that most people like some aspects of my personality. I sometimes feel that I am a worthless person. I,0.295100003,-0.104531914,0.104531914,4,215,0.271887273,0.02835992,0.47059536,NA,NA,NA
2385,I feel like a failure.,Social_Self_Esteem,Social_Self_Esteem,I think that most people like some aspects of my personality.,I sometimes feel that I am a worthless person.,I think that most people like some aspects of my personality.,I sometimes feel that I am a worthless person.,28,76,FALSE,FALSE,2742,Extraversion,0.185484782,0.294618517,0.191888422,0.029022485,I think that most people like some aspects of my personality. I sometimes feel that I am a worthless person. I,0.291599989,-0.109133735,0.109133735,4,215,0.266470611,0.032542229,0.468477875,NA,NA,NA
